축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2016 평생학습 박람회 & 제6회 도서관책문화축제,안산 호수공원 중앙광장,2016-10-01,2016-10-01,도서관홍보+ 체험+ 북콘서트+ 전시 등,안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.iansan.net,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.298403,126.819135,2022-06-15,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2017-05-05,2017-05-07,순수예술축제,안산시,안산문화재단,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,대부도+ 원곡동 다문화거리,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2022-06-15,3930000,경기도 안산시
제10주년 세계인의 날 기념행사,안산문화광장,2017-05-21,2017-05-21,기념식+ 문화 및 각종 부대행사,안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화마을특구,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2022-06-15,3930000,경기도 안산시
제5회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",2017-09-16,2017-09-16,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,안산시,안산시,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2022-06-15,3930000,경기도 안산시
2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,안산시 문화광장,2017-10-14,2017-10-14,도서관홍보+ 체험+ 북콘서트+ 전시 등,안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.ansan.go.kr,,경기도 안산시 단원구 광덕대로 206,경기도 안산시 단원구 고잔동 800,37.314701,126.831212,2022-06-15,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2018-05-05,2018-05-07,순수예술축제,안산시,안산문화재단,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2022-06-15,3930000,경기도 안산시
여르미오페스티벌,안산시 문화광장,2018-08-04,2018-08-04,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2022-06-15,3930000,경기도 안산시
제6회 상록수문화제,"본오3동공영주차장, 매화길, 상록수역 앞 광장",2018-09-15,2018-09-15,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,안산시,안산시,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2022-06-15,3930000,경기도 안산시
2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제,안산 호수공원 중앙광장,2018-10-09,2018-10-09,도서관홍보+ 체험+ 북콘서트+ 전시 등,안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.ansan.go.kr,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.298403,126.819135,2022-06-15,3930000,경기도 안산시
2018 안산 김홍도축제,화랑유원지,2018-10-12,2018-10-14,김홍도마을 재현+ 김홍도 마당극+ 사생대회 등,안산시,안산시,문화체육관광부+ 한국관광공사+ 경기관광공사+ 경기도안산교육지원청+ (사)한국미술협회+ (사)안산시관광협의회 등,031-481-3059,https://tourinfo.ansan.go.kr/main.do,,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32507855,126.8099898,2022-06-15,3930000,경기도 안산시
안산사이언스밸리(ASV) 과학축제,한양대 ERICA,2018-10-20,2018-10-21,과학기술체험 부스 운영+ 드론페스티벌 등,"경기TP, 안산청소년수련관, 한양대 ERICA",안산시,,031-481-3517,,,경기도 안산시 상록구 한양대학로 55,경기도 안산시 상록구 사동 1271,37.298004,126.834393,2022-06-15,3930000,경기도 안산시
제11주년 세계인의 날 기념행사,안산화랑유원지,2018-11-04,2018-11-04,기념식+ 문화 및 각종 부대행사,안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화거리,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32507855,126.8099898,2022-06-15,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2019-05-04,2019-05-06,순수예술축제,안산시,안산문화재단,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2022-06-15,3930000,경기도 안산시
별빛달빛놀이터,단원청소년수련관,2019-05-17,2019-05-17,버스킹 공연+ 벼룩시장+ 먹거리 야시장 등,안산시,안산시청소년재단 단원청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 단원구 화정천서로 369,경기도 안산시 단원구 초지동 667,37.330422,126.816788,2022-06-15,3930000,경기도 안산시
청소년의달 기념행사 <열정유>,단원청소년수련관,2019-05-19,2019-05-19,안산시청소년들을 위한 축제(공연+체험 등),안산시,안산시청소년재단 상록청소년수련관,,031-412-1761,www.ansanyouth.or.kr,,경기도 안산시 단원구 화정천서로 369,경기도 안산시 단원구 초지동 667,37.330422,126.816788,2022-06-15,3930000,경기도 안산시
두모포 페스티벌,옥수역 한강공원,2022-06-18,2022-06-18,두모포의 과거 역사적 사실을 바탕으로 희망의 메시지를 전달하는 축제 개최,성동문화재단,서울특별시 성동구청,,02-2204-7558,www.sdfac.or.kr,,,서울특별시 성동구 옥수동 490-2,37.5406164783,127.0183981979,2022-08-30,3030000,서울특별시 성동구
영천보현산별빛축제,보현산천문과학관 일원,2022-10-01,2022-10-03,천문·우주·과학 관련 온오프라인 콘텐츠 운영+천문학 강의+스타파티+각종 참여 프로그램 등,영천보현산별빛축제위원회,영천보현산별빛축제위원회,경상북도 영천시,054-330-6702,https://www.yc.go.kr/toursub/star/,보현산천문대,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736,2022-08-25,5100000,경상북도 영천시
2022년 제18회 해운대모래축제,해운대 해수욕장,2022-05-20,2022-05-23,모래작품 전시+체험프로그램+플라워카펫 등,부산광역시 해운대구청+(사)해운대문화관광협의회,부산광역시 해운대구청,,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.162922946,129.163570329,2022-09-01,3330000,부산광역시 해운대구
제4회 부산국제매직버스킹챔피언십,해운대 구남로,2022-07-22,2022-07-24,매직버스킹공연+무대공연+경연대회 등,부산국제매직페스티벌조직위원회,부산국제매직페스티벌조직위원회,해운대구청,,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.162992651,129.163703857,2022-09-01,3330000,부산광역시 해운대구
반송한마음축제,송운초등학교,2022-07-23,2022-07-23,개막행사+장기자랑+무대공연 등,반송한마음축제위원회,반송한마음축제위원회,해운대구청,,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.163074114,129.1635612636,2022-09-01,3330000,부산광역시 해운대구
제26회 바다축제,해운대 해수욕장,2022-07-30,2022-07-31,개막행사+무대공연 등,부산문화관광축제조직위원회,부산광역시,,,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.163285583,129.163448255,2022-09-01,3330000,부산광역시 해운대구
제19회 담안골문화축제,영산대학교,2022-09-17,2022-09-17,개막행사+무대공연 등,반송지구발전협의회,반송지구발전협의회,부산광역시 해운대구청,,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.162886917,129.163569374,2022-09-01,3330000,부산광역시 해운대구
2022 해운대 해양레저축제,송정 해수욕장,2022-09-24,2022-09-25,개막행사+해양체험프로그램 등,부산광역시 해운대구청,부산광역시 해운대구청,부산광역시 해운대구청,,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.162924513,129.163482582,2022-09-01,3330000,부산광역시 해운대구
2023 해운대 카운트다운&해맞이축제,해운대 해수욕장,2022-12-31,2023-01-01,카운트다운 행사+해맞이 행사+부대 프로그램 등,부산광역시 해운대구청,부산광역시 해운대구청,,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.163067844,129.163530274,2022-09-01,3330000,부산광역시 해운대구
안동국제탈춤축제,안동탈춤공원+시내일원+하회마을 외,2022-09-29,2022-10-03,탈춤공연+경연대회+대동난장 등,한국정신문화재단,경상북도 안동시청,,054-840-3400,www.maskdance.com,명예대표 문화관광축제,경상북도 안동시 경동로 684(운흥동) 등 원도심 일대,,36.5627376,128.732934,2022-08-30,5070000,경상북도 안동시
2022. 노원달빛산책,당현3교~ 수학문화관,2022-10-14,2022-10-30,등ㆍ빛 작품 전시,노원문화재단,노원문화재단,,,,,서울특별시 노원구 상계동 683-1,,,,2022-08-17,3100000,서울특별시 노원구
해맞이축제,영덕삼사해상공원,2021-12-31,2022-01-01,경북대종타종식 및 영덕해맞이축제,영덕군관광진흥협의회,경상북도청+경상북도 영덕군청,,054-730-6393,www.yd.go.kr,삼사해상산책로,,경상북도 영덕군 강구면 삼사리 158-3,36.350455,129.3854642838,2022-08-19,5180000,경상북도 영덕군
영덕대게축제,경상북도 영덕군 강구항 해파랑공원,2021-12-27,2021-12-31,영덕대게 홍보 및 체험축제,영덕대게축제추진위원회,경상북도 영덕군청+영덕대게축제추진위원회,문화체육관광부+경상북도,054-730-6393,https://crab.ydfesta.kr/,해파랑공원,,경상북도 영덕군 강구면 강구리 232-43,36.360209,129.391384,2022-08-19,5180000,경상북도 영덕군
영덕황금은어축제,오십천 둔치 일원,2022-07-29,2022-07-31,황금은어 홍보 및 체험 축제,경상북도청+경상북도 영덕군청,경상북도청+경상북도 영덕군청,영덕경찰서+유관기관,054-730-6586,www.yd.go.kr,오십천,,경상북도 영덕군 영덕읍 화개리 644,36.4184647161,129.3641712132,2022-08-19,5180000,경상북도 영덕군
영덕물가자미축제,축산항 일원,2019-04-25,2019-04-28,물가자미 홍보 및 체험 축제,경상북도청+경상북도 영덕군청,경상북도청+경상북도 영덕군청,영덕경찰서+유관기관,054-730-6092,www.yd.go.kr,축산항,,경상북도 영덕군 축산면 축산리 216-3,36.509106,129.446771,2022-08-19,5180000,경상북도 영덕군
동래읍성역사축제,동래문화회관+읍성광장+온천장 일원,2022-10-14,2022-10-16,동래부사행차 길놀이+동래성 전투 뮤지컬+동래세가닥줄다리기+동래장터 체험 등,동래문화원+동래읍성역사축제추진위원회,부산광역시 동래구청,부산광역시+한국관광공사+부산관광공사 등,051-550-4094,https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169,,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,35.21195069,129.090546,2022-08-17,3300000,부산광역시 동래구
해맞이 행사,오봉산 등,2022-01-01,2022-01-01,"새해 소원빌기 행사+새해안녕기원행사,해맞이공연+먹거리제공 등",대구광역시 북구청 문화예술과,공모사업,,053-665-2795,,,,대구광역시 북구 침산동 1643-45,35.93240689,128.567486,2022-08-17,3450000,대구광역시 북구
금호강 정월대보름축제,산격대교 하단,2022-02-15,2022-02-15,달집태우기+달맞이 행사 등,대구광역시 북구청 문화예술과,공모사업,,053-665-2172,,매년 정월대보름,,대구광역시 북구 산격동 1477-1,35.90892344,128.6033802,2022-08-17,3450000,대구광역시 북구
금호강 바람소리길축제,산격대교 하단,2022-09-24,2022-09-25,수상프로그램+체험+공연 등,대구광역시 북구청 문화예술과,행복북구문화재단,,053-665-2172,,,,대구광역시 북구 산격동 1477-1,35.90892344,128.6033802,2022-08-17,3450000,대구광역시 북구
계양산국악제,계산체육공원+계양문화회관,2022-04-22,2022-04-24,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),인천광역시 계양구,인천광역시 계양구,인천광역시,032-450-5874,,,인천광역시 계양구 주부토로570,,37.5450443862,126.7289984872,2022-08-18,3550000,인천광역시 계양구
제17회 광릉숲축제,남양주시 광릉숲 일원,2022-10-08,2022-10-09,광릉숲길 걷기+숲속공연+환경 체험프로그램 운영 등,경기도 남양주시청,경기도 남양주시청,경기도청,031-590-2454,https://www.nyj.go.kr/culture/1265,https://www.nyj.go.kr/culture/1265,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255번지,37.7463984,127.1836293,2022-08-12,3990000,경기도 남양주시
제36회 정약용문화제,정약용유적지 일원,2022-09-23,2022-09-24,고유제+문예대회+인문학 콘서트+연극해설투어+여유당 음악회+여유당 야행+모바일 스탬프투어+역사 골든벨 등,경기도 남양주시청,남양주시 정약용문화제추진위원회,경기도청,031-590-2591,http://www.thinkj.or.kr/,http://www.thinkj.or.kr/,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94번지,37.51627447,127.299035,2022-08-12,3990000,경기도 남양주시
제 13회 광주비엔날레,광주광역시 북구 비엔날레전시관,2021-04-01,2021-05-09,떠오르는 마음 맞이하는 영혼,(재)광주비엔날레,광주광역시+(재)광주비엔날레,GKL사회공헌재단+광주신세계+매일유업+광주은행+셀트리온+ALCANTARA+태성문화재단+신한카드+케이옥션,062-608-4222,www.gwangjubiennale.org,,광주광역시 북구 비엔날레로 111,,35.18309828,126.8892087,2022-01-01,6290000,광주광역시
제 9회 광주디자인비엔날레,광주광역시 북구 비엔날레전시관,2021-09-01,2021-10-31,디-레볼루션(d-Revolution),(재)광주디자인진흥원,광주광역시,,062-611-5151,http://gdb.or.kr/html/overview,,광주광역시 북구 비엔날레로 111,,35.18309828,126.8892087,2022-01-01,6290000,광주광역시
제6회 영산강 서창들녘 억새축제,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),2021-10-07,2021-10-10,"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",광주광역시 서구,광주광역시 서구,"광주광역시, 광주환경공단",062-350-4792,광주광역시 서구청 > 조회 (seogu.gwangju.kr),,광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,35.13849414,126.8287286,2022-01-01,6290000,광주광역시
광주 프린지페스티벌 김대중컨벤션센터,김대중컨벤션센터 광장,2021-07-03,2021-07-03,"공연, 체험활동 및 플리마켓",광주문화재단,광주광역시,,062-670-7967,광주프린지페스티벌 - 광주거리예술축제 (fringefestival.kr),코로나 상황 대비 온오프라인 동시 운영,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,35.14677706,126.8404805,2022-01-01,6290000,광주광역시
광주 프린지페스티벌 유스퀘어광장,유스퀘어광장,2021-08-14,2021-08-14,"공연, 체험활동 및 플리마켓",광주문화재단,광주광역시,,062-670-7967,광주프린지페스티벌 - 광주거리예술축제 (fringefestival.kr),코로나 상황 대비 온오프라인 동시 운영,광주광역시 서구 무진대로 904,광주광역시 서구 광천동 49-1,35.16057564,126.8798721,2022-01-01,6290000,광주광역시
충장축제,광주광역시 동구 충장로,2021-10-13,2021-10-17,7080 레트로 축제,광주 동구,광주 동구청,문화체육관광부,062-608-2422,https://www.donggu.kr/index.es?sid=c8,https://korean.visitkorea.or.kr/detail/fes_detail.do?cotid=bcf209c6-3bc3-4b5b-b07d-75a22f0e40a4&big_category=undefined&mid_category=undefined&big_area=undefined,광주광역시 동구 서남로 1(서석동),광주광역시 동구 서석동 31,35.1461417,126.9230932,2022-01-01,6290000,광주광역시
부산고등어축제,송도해수욕장 및 부산공동어시장 일원,2022-10-21,2022-10-23,개막행사+맨손 고등어잡기+부산공동어시장 현장체험+카약 타고 고등어 찾기+고등어 종이배 경주대회+전국 고등어요리 경연+먹거리 한마당 등,(사)부산서구문화원,부산광역시 서구,부산광역시+부산공동어시장+수협중앙회+부산은행,051-240-4062,http://culture.bsseogu.go.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+용궁구름다리+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2022-08-10,3260000,부산광역시 서구
(코로나19로 행사취소)합천벚꽃마라톤대회,백리벚꽃길 코스,2022-03-20,2022-03-20,벚꽃길에서 펼쳐지는 달리미들의 대향연,합천군체육회,경상남도 합천군청,경상남도,055-930-4943,https://www.hc.go.kr/06573/06623/06624.web,,경상남도 합천군 대병면 합천호수로 197,경상남도 합천군 대병면 회양리 1603-1,35.531585,128.0295197,2022-08-10,5480000,경상남도 합천군
(코로나19로 행사취소)황매산 철쭉제,황매산군립공원,2022-05-01,2022-05-15,황매산 철쭉을 즐기는 축제,황매산축제위원회,경상남도 합천군청,사회단체,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495,2022-08-10,5480000,경상남도 합천군
합천바캉스축제,정양레포츠공원,2022-07-30,2022-08-07,전국에서 가장 HOT한 합천에서 가족과 함께하는 바캉스,경상남도 합천군청+합천군관광협의회,경상남도 합천군청,경상남도,055-930-4666,http://www.hcvacance.kr/,,경상남도 합천군 대양면 동부로 39-19,경상남도 합천군 대양면 정양리 613-2,35.5573152,128.1675442,2022-08-10,5480000,경상남도 합천군
황매산 억새 축제,황매산군립공원,2022-10-15,2022-10-30,황매산 억새를 즐기는 축제,황매산 축제 위원회,경상남도 합천군청,사회단체,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495,2022-08-10,5480000,경상남도 합천군
전주국제영화제,고사동영화의거리 일대,2022-04-28,2022-05-07,우수한 국내외 영화를 소개하는 영화축제의 장,전주국제영화제조직위원회,전주국제영화제조직위원회+전주국제영화제 집행위원회,문화체육관광부+전라북도+전라북도 전주시(청)+영화진흥위원회,063-288-5433,https://www.jeonjufest.kr,전주국제영화제+한옥마을+객사+덕진공원,전라북도 전주시 완산구 전주객사4길 74-12,전라북도 전주시 완산구 고사동 181,35.82088479,127.1437421,2022-08-01,4640000,전라북도 전주시
전주한지문화축제,한국전통문화전당 일원,2022-05-05,2022-05-07,한지 축제,전주한지문화조직위원회,전라북도 전주시,문화체육관광부+전라북도+전라북도 전주시(청),063-271-2503,https://jjhanji.or.kr,한지산업지원센터+한옥마을+객사+덕진공원,전라북도 전주시 완산구 현무1길 20,전라북도 전주시 완산구 경원동3가 14-2,35.8205657,127.1482307,2022-08-01,4640000,전라북도 전주시
전주대사습놀이,국립무형유산원 및 전주한옥마을 일원,2022-08-27,2022-09-04,국악경연+전야제,전주대사습놀이조직위원회+㈜문화방송+전주MBC,전라북도 전주시,문화체육관광부+전라북도+전라북도교육청+㈜문화방송+전주MBC,063-252-6792,http://www.jjdss.or.kr,전주대사습놀이+한옥마을+객사+덕진공원,전라북도 전주시 덕진구 권삼득로 400,전라북도 전주시 덕진구 덕진동2가 184-1,35.84915665,127.1196082,2022-08-01,4640000,전라북도 전주시
전주문화재야행,전주한옥마을 일대,2022-06-17,2022-06-18,체험 및 공연,문화예술공작소,문화체육관광부+전라북도+전라북도 전주시(청),문화체육관광부+전라북도+전라북도 전주시(청),063-232-9938,http://www.jeonjunight.com/,전주문화재야행+한옥마을+객사+덕진공원,전라북도 전주시 완산구 은행로 3,전라북도 전주시 완산구 풍남동2가 15-7,35.81961325,127.1517715,2022-08-01,4640000,전라북도 전주시
2022 순천만국가정원 별빛산책,순천만국가정원 서원,2022-12-01,2022-12-31,"야간경관 조성, 크리스마스·연말 기념 공연 등",전라남도 순천시청,전라남도 순천시청,,061-749-2728,,축제일정 변동가능,전라남도 순천시 국가정원1호길 47,,,,2022-06-24,4820000,전라남도 순천시
전주세계소리축제,한국소리문화의전당,2022-09-16,2022-09-25,소리 공연,전주세계소리축제조직위,전라북도+전주세계소리축제조직위원회,전라북도+전주세계소리축제조직위원회,063-232-8398,https://www.sorifestival.com/,전주세계소리축제+한옥마을+객사+덕진공원,전라북도 전주시 덕진구 소리로 31,전라북도 전주시 덕진구 덕진동1가 산 1-1,35.85477195,127.1393284,2022-08-01,4640000,전라북도 전주시
전주독서대전,"전주한벽문화관, 완판본문화관 일원",2022-09-30,2022-10-02,강연+공연+경연대회 등,전주시립도서관,전라북도 전주시,문화체육관광부+전라북도 전주시(청),063-230-1859,http://jjbook.kr/,전주독서대전+한옥마을+객사+덕진공원,전라북도 전주시 완산구 전주천동로 20,전라북도 전주시 완산구 교동 7-1,35.81224642,127.1590306,2022-08-01,4640000,전라북도 전주시
제26회 무주반딧불축제,무주군 일원,2022-08-27,2022-09-04,환경탐사+체험 판매 등 상설행사+문화예술행사,(사)무주반딧불축제제전위원회,전라북도 무주군청,,063-320-2537,http://firefly.or.kr/index2.sgk,반디랜드+태권도원+한풍루,전라북도 무주군 무주읍 한풍루로 326-14,전라북도 무주군 무주읍 당산리 1118,36.00262216,127.6614905,2022-08-09,4740000,전라북도 무주군
2016 광복기념음악회,병목안시민공원,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,(재)안양문화예술재단,(재)안양문화예술재단,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.38528888,126.9076745,2022-08-03,3830000,경기도 안양시
2014 안양 아줌마축제,평촌중앙공원,2014-08-30,2014-08-31,아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등,경인일보,(재)안양문화예술재단,경기도 안양시,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2022-08-03,3830000,경기도 안양시
2015 안양 시민축제,평촌중앙공원+삼덕공원,2015-10-02,2015-10-04,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2022-08-03,3830000,경기도 안양시
2015 안양 아줌마축제,평촌중앙공원,2015-05-30,2015-05-31,아줌마 축제 개막식 및 폐막식 공연+ 주민자치센터 끼열전+ 명사초청가요제 등,경인일보,(재)안양문화예술재단,경기도 안양시,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2022-08-03,3830000,경기도 안양시
류방택 별축제,인지면 류방택천문기상과학관,2022-11-05,2022-11-05,천문과학 관련 체험,(사)금헌류방택기념사업회,(사)금헌류방택기념사업회,충청남도 서산시청,041-661-8009,https://www.seosan.go.kr/tour/index.do,,충청남도 서산시 인지면 무학로 1353-4,,36.7273711761,126.4131813173,2022-08-05,4530000,충청남도 서산시
황룡강 (洪)길동무 꽃길 축제,황룡강변 일원+홍길동테마파크,2022-05-20,2022-05-22,공연+체험+판매행사 등,장성군축제위원회,장성군,전라남도+한국관광공사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,황룡강+옐로우시티+홍길동테마파크,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062,2022-09-15,4980000,전라남도 장성군
백양단풍축제,국립공원 백암산+백양사 일원,2022-11-05,2022-11-07,공연+체험+판매행사 등,장성군축제위원회,장성군,전라남도+한국관광공사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_05,백양사+애기단풍,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 26,35.43972586,126.8828597,2022-09-15,4980000,전라남도 장성군
축령산 편백산소축제,축령산 조림성공지,2022-10-01,2022-10-01,공연+체험+판매행사 등,장성군축제위원회,장성군,,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,축령산편백숲,,전라남도 장성군 서삼면 모암리 569-5,35.37389043,126.7564871,2022-09-15,4980000,전라남도 장성군
구문소용축제,구문소관광단지 일원,2022-08-13,2022-08-14,용신제+전통공연+체험프로그램,구문소축제위원회,구문소축제위원회,강원도 태백시청,033-581-6904,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
태백 커플축제,통리 태양의 후예 공원 일원,2022-09-17,2022-09-18,문화공연+체험행사+커플이벤트 등,태백커플축제위원회,"황연동, 황연동주민자치위원회",강원도 태백시청,033-552-1371,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
한강 낙동강 발원지 축제,황지연못(문화광장)+중앙로+ 검룡소 등,2022-07-29,2022-08-07,물놀이난장+공연+체험행사+부스 운영 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
삼수 매봉산 바람개비 축제,매봉산 일원,2022-08-05,2022-08-07,공연+체험프로그램+부스 운영 등,삼수동주민자치위원회,삼수동축제위원회,강원도 태백시청,033-552-1376,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
장성탄탄축제활기찬동행,장성중앙시장 일원,2022-09-24,2022-09-25,공연+체험프로그램+부스 운영 등,장성동축제위원회,징성동주민자치위원회,강원도 태백시청,033-581-6903,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
태백 황지연못 황부자며느리 축제,횡지연못(문화광장) 일원,2022-09-23,2022-09-25,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,황부자며느리축제위원회,강원도 태백시청,033-552-1370,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
철암 단풍축제,철암단풍군락지 일원,2022-10-14,2022-10-16,단풍길 걷기대회+전시회+먹거리 장터 등,철암동주민자치회,철암단풍축제위원회,강원도 태백시청,033-582-7906,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
태백산 눈축제,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,2022-09-15,4220000,강원도 태백시
제천국제음악영화제,"시내일원, 의림지",2022-08-12,2022-08-17,음악영화제,제천국제음악영화제집행위원회,제천국제음악영화제집행위원회,제천시,043-646-2242,http://www.jimff.org,,충청북도 제천시 의림대로12길 14-1,충청북도 제천시 청전동 110,37.1493417,128.2160865,2022-09-14,4400000,충청북도 제천시
